Line#,Date,"Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21483427-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21483427-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-8), *C, Soap","Temperature (RXW-GP4 21474793:21483427-10), *C, Soap","Temperature (RXW-GP4 21474793:21483427-6), *C, Soap","Temperature (RXW-GP4 21474793:21483427-9), *C, Soap","Temperature (RXW-GP4 21474793:21483427-7), *C, Soap","Water Content (RXW-GP4 21474793:21483427-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-11), *C, Soap","Water Content (RXW-GP4 21474793:21483427-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-5), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
1,02/10/24 07:10:00,0.509,7.5,0.620,7.0,3.3,0.416,5.8,0.520,4.7,2.5,6.5,0.641,0.651,6.0,7.3,3.5,6.8,5.0,0.643,8.0,0.540,2.5,0.650,6.8,0.411,7.0,2.7,7.6,3.7,0.540,0.649,5.0,5.8,2.6,7.0,6.0,0.347,3.7,0.206,7.5,0.402,0.282,2.1,5.1,6.2,3.8,0.640,6.6,2.7,0.633,0.648,0.637,5.1,7.3,7.8
2,02/10/24 07:15:00,0.509,7.5,0.620,7.0,3.3,0.416,5.8,0.519,4.7,2.5,6.5,0.641,0.651,6.0,7.3,3.5,6.8,5.0,0.641,8.0,0.540,2.5,0.650,6.8,0.411,7.0,2.7,7.6,3.8,0.540,0.649,5.0,5.8,2.6,7.0,6.0,0.347,3.7,0.206,7.5,0.402,0.282,2.0,5.1,6.1,3.8,0.000,0.0,2.8,0.634,0.648,0.000,5.1,0.0,0.0
3,02/10/24 07:20:00,0.509,7.5,0.620,7.0,3.3,0.416,5.8,0.519,4.7,2.5,6.5,0.643,0.652,6.0,7.3,3.5,6.8,5.0,0.643,8.0,0.540,2.5,0.650,6.8,0.411,7.0,2.7,7.6,3.8,0.540,0.649,5.0,5.8,2.6,7.0,6.0,0.347,3.7,0.206,7.5,0.402,0.282,2.1,5.1,6.1,3.8,0.000,0.0,2.8,0.634,0.648,0.000,5.1,0.0,0.0
4,02/10/24 07:25:00,0.509,7.5,0.620,7.0,3.3,0.416,5.8,0.519,4.8,2.5,6.5,0.641,0.651,6.0,7.3,3.0,6.8,5.0,0.643,8.0,0.541,2.5,0.650,6.6,0.411,7.0,2.7,7.6,3.8,0.540,0.649,5.1,5.8,2.6,7.0,6.0,0.347,3.7,0.206,7.5,0.402,0.282,2.0,5.1,6.2,3.8,0.000,0.0,2.7,0.634,0.648,0.000,5.1,0.0,0.0
5,02/10/24 07:30:00,0.509,7.5,0.620,7.1,3.3,0.416,5.8,0.519,4.7,2.5,6.5,0.643,0.652,6.0,7.3,3.5,6.8,5.0,0.643,8.0,0.540,2.5,0.650,6.8,0.411,7.0,2.7,7.6,3.8,0.540,0.649,5.0,5.8,2.6,7.0,6.0,0.347,3.7,0.206,7.5,0.402,0.282,2.0,5.1,6.2,3.8,0.640,6.6,2.7,0.634,0.648,0.637,5.1,7.3,7.8
6,02/10/24 07:35:00,0.509,7.5,0.620,7.0,3.3,0.416,5.8,0.519,4.7,2.5,6.5,0.643,0.652,6.0,7.3,3.5,6.8,5.0,0.643,8.0,0.541,2.5,0.650,6.8,0.411,7.0,2.7,7.6,3.8,0.540,0.649,5.0,5.8,2.5,7.0,6.0,0.347,3.7,0.206,7.5,0.402,0.282,2.0,5.1,6.2,3.8,0.640,6.6,2.7,0.633,0.648,0.637,5.1,7.3,7.8
7,02/10/24 07:40:00,0.509,7.5,0.620,7.0,3.3,0.416,5.8,0.520,4.7,2.5,6.5,0.643,0.652,6.0,7.3,3.5,6.8,5.0,0.643,8.0,0.541,2.5,0.650,6.8,0.411,7.0,2.7,7.6,3.8,0.539,0.649,5.0,5.8,2.6,7.0,6.0,0.347,3.7,0.206,7.5,0.402,0.282,2.1,5.1,6.2,3.8,0.640,6.6,2.8,0.633,0.648,0.637,5.1,7.3,7.8
8,02/10/24 07:45:00,0.509,7.5,0.620,7.0,3.3,0.416,5.8,0.519,4.7,2.5,6.5,0.643,0.652,6.0,7.3,3.5,6.8,5.0,0.643,7.8,0.541,2.5,0.650,6.8,0.411,7.0,2.7,7.6,3.8,0.539,0.649,5.0,5.8,2.6,7.0,6.0,0.347,3.7,0.206,7.5,0.402,0.282,2.0,5.1,6.2,3.8,0.640,6.6,2.8,0.633,0.648,0.637,5.1,7.3,7.8
9,02/10/24 07:50:00,0.509,7.5,0.620,7.0,3.3,0.416,5.8,0.519,4.8,2.5,6.5,0.643,0.652,6.0,7.3,3.5,6.8,5.0,0.643,8.0,0.541,2.5,0.650,6.6,0.411,7.0,2.7,7.6,3.8,0.539,0.649,5.1,5.8,2.6,7.0,6.0,0.349,3.7,0.206,7.5,0.402,0.282,2.0,5.1,6.2,3.8,0.640,6.6,2.8,0.633,0.648,0.637,5.1,7.3,7.8
10,02/10/24 07:55:00,0.509,7.5,0.620,7.0,3.3,0.416,5.8,0.520,4.7,2.5,6.5,0.643,0.652,6.0,7.3,3.5,6.8,5.0,0.643,8.0,0.541,2.5,0.650,6.8,0.411,7.0,2.7,7.6,3.8,0.539,0.649,5.0,5.8,2.6,7.0,6.0,0.349,3.7,0.206,7.5,0.402,0.282,2.0,5.1,6.2,3.8,0.000,0.0,2.7,0.633,0.648,0.000,5.1,0.0,0.0
