Line#,Date,"Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21483427-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21483427-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-8), *C, Soap","Temperature (RXW-GP4 21474793:21483427-10), *C, Soap","Temperature (RXW-GP4 21474793:21483427-6), *C, Soap","Temperature (RXW-GP4 21474793:21483427-9), *C, Soap","Temperature (RXW-GP4 21474793:21483427-7), *C, Soap","Water Content (RXW-GP4 21474793:21483427-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-11), *C, Soap","Water Content (RXW-GP4 21474793:21483427-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-5), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
1,01/09/24 15:50:00,,,,,,,,,,,,0.565,0.548,6.0,7.8,3.0,7.0,5.0,0.605,8.6,0.420,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,01/09/24 15:55:00,,,,,,,,,,,,0.565,0.548,6.0,7.6,3.0,7.0,5.0,0.605,8.5,0.420,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,01/09/24 16:00:00,,,,,,,,,,,,0.565,0.548,6.0,7.8,3.0,7.1,5.0,0.605,8.5,0.420,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,01/09/24 16:05:00,,,,,,,,,,,,0.565,0.548,6.0,7.6,3.0,7.0,5.0,0.605,8.5,0.420,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,01/09/24 16:10:00,,,,,,,,,,,,0.565,0.547,6.0,7.8,3.0,7.0,5.0,0.605,8.6,0.420,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,01/09/24 16:15:00,,,,,,,,,,,,0.564,0.546,6.0,7.8,3.0,7.0,5.0,0.605,8.6,0.419,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,01/09/24 16:20:00,,,,,,,,,,,,0.565,0.547,6.0,7.8,3.0,7.1,5.0,0.605,8.5,0.420,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,01/09/24 16:25:00,,,,,,,,,,,,0.564,0.547,6.0,7.8,3.0,7.1,5.0,0.605,8.5,0.420,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,01/09/24 16:30:00,,,,,,,,,,,,0.564,0.546,6.0,7.8,3.0,7.0,5.0,0.605,8.6,0.419,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,01/09/24 16:35:00,,,,,,,,,,,,0.564,0.547,6.0,7.6,3.0,7.0,5.0,0.605,8.5,0.420,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,01/09/24 16:40:00,,,,,,,,,,,,0.564,0.546,6.0,7.8,3.0,7.1,5.0,0.605,8.6,0.419,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,01/09/24 16:45:00,,,,,,,,,,,,0.564,0.547,6.0,7.8,3.0,7.0,5.0,0.605,8.5,0.420,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,01/09/24 16:50:00,,,,,,,,,,,,0.564,0.547,6.0,7.6,3.0,7.1,5.0,0.605,8.5,0.420,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,01/09/24 16:55:00,,,,,,,,,,,,0.564,0.547,6.0,7.6,3.0,7.1,5.0,0.605,8.6,0.420,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,01/09/24 17:00:00,,,,,,,,,,,,0.564,0.547,6.0,7.6,3.0,7.0,5.0,0.605,8.5,0.420,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,01/09/24 17:05:00,,,,,,,,,,,,0.564,0.547,6.0,7.6,3.0,7.0,5.0,0.605,8.6,0.420,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,01/09/24 17:10:00,,,,,,,,,,,,0.564,0.546,6.0,7.8,3.0,7.1,5.0,0.605,8.5,0.419,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
