Line#,Date,"Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21483427-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21483427-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-8), *C, Soap","Temperature (RXW-GP4 21474793:21483427-10), *C, Soap","Temperature (RXW-GP4 21474793:21483427-6), *C, Soap","Temperature (RXW-GP4 21474793:21483427-9), *C, Soap","Temperature (RXW-GP4 21474793:21483427-7), *C, Soap","Water Content (RXW-GP4 21474793:21483427-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-11), *C, Soap","Water Content (RXW-GP4 21474793:21483427-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21483427-5), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
1,03/13/24 15:30:00,,7.8,,8.1,,,8.6,,,,8.1,,,9.5,9.0,,9.1,,,9.1,,,,,,,,,,,,,,,7.8,7.5,,,,7.6,,,,8.0,,,,,,,,,,,
2,03/13/24 15:35:00,0.532,7.8,0.627,8.1,7.2,0.449,8.6,0.540,8.5,5.6,8.1,0.592,0.627,9.5,9.0,7.0,9.1,9.0,0.645,9.0,0.557,5.5,0.650,7.8,0.413,7.5,4.6,8.0,6.5,0.520,0.649,7.6,7.7,6.2,7.8,7.5,0.375,7.5,0.233,7.6,0.415,0.320,4.7,8.0,9.2,7.7,0.640,8.6,6.0,0.568,0.650,0.639,8.8,8.6,8.6
3,03/13/24 15:40:00,0.532,8.0,0.627,8.1,7.2,0.449,8.5,0.540,8.5,5.6,8.1,0.592,0.627,9.5,9.0,7.0,9.3,9.0,0.645,9.0,0.557,5.5,0.650,7.8,0.413,7.5,4.6,8.0,6.5,0.519,0.649,7.6,7.7,6.2,7.8,7.5,0.375,7.5,0.233,7.6,0.415,0.320,4.7,8.0,9.2,7.7,0.640,8.6,6.0,0.568,0.650,0.639,8.8,8.6,8.6
4,03/13/24 15:45:00,0.532,7.8,0.627,8.1,7.2,0.449,8.6,0.540,8.5,5.6,8.1,0.592,0.627,9.5,9.1,7.0,9.3,9.0,0.645,9.0,0.557,5.5,0.650,7.8,0.413,7.5,4.5,8.0,6.5,0.519,0.649,7.6,7.7,6.1,7.8,7.5,0.375,7.5,0.233,7.6,0.415,0.320,4.7,8.0,9.2,7.7,0.640,8.6,5.8,0.568,0.650,0.639,8.8,8.8,8.6
5,03/13/24 15:50:00,0.532,7.8,0.627,8.1,7.2,0.449,8.6,0.540,8.5,5.6,8.1,0.592,0.622,9.5,9.0,7.0,9.1,9.0,0.645,9.0,0.549,5.5,0.650,7.8,0.413,7.5,4.6,8.0,6.5,0.519,0.649,7.6,7.7,6.1,7.8,7.5,0.375,7.5,0.233,7.6,0.415,0.320,4.7,8.0,9.2,7.7,0.640,8.6,6.0,0.568,0.650,0.639,8.8,8.6,8.6
6,03/13/24 15:55:00,0.532,8.0,0.627,8.1,7.2,0.449,8.5,0.540,8.3,5.6,8.0,0.592,0.627,9.5,9.1,7.0,9.3,9.0,0.645,9.0,0.557,5.5,0.650,7.8,0.413,7.5,4.6,8.0,6.3,0.519,0.649,7.6,7.7,6.1,7.8,7.5,0.374,7.5,0.233,7.6,0.415,0.320,4.7,8.0,9.2,7.7,0.640,8.6,5.8,0.568,0.650,0.639,8.8,8.6,8.6
7,03/13/24 16:00:00,0.532,8.0,0.627,8.1,7.2,0.449,8.6,0.540,8.3,5.7,8.1,0.592,0.627,9.5,9.0,7.0,9.3,9.0,0.645,9.0,0.558,5.5,0.650,7.8,0.413,7.5,4.6,8.0,6.5,0.519,0.649,7.5,7.7,6.1,7.8,7.5,0.374,7.5,0.233,7.6,0.415,0.320,4.7,8.0,9.2,7.7,0.640,8.6,5.8,0.568,0.650,0.639,8.8,8.6,8.6
8,03/13/24 16:05:00,0.532,8.0,0.627,8.1,7.2,0.449,8.5,0.540,8.3,5.6,8.1,0.592,0.622,9.5,9.0,7.0,9.1,9.0,0.645,9.0,0.549,5.5,0.650,7.8,0.413,7.6,4.6,8.0,6.3,0.519,0.649,7.6,7.7,6.1,7.8,7.5,0.375,7.5,0.233,7.6,0.415,0.320,4.7,8.0,9.2,7.7,0.640,8.6,5.8,0.568,0.650,0.639,8.8,8.6,8.6
9,03/13/24 16:10:00,0.532,7.8,0.627,8.1,7.1,0.449,8.5,0.540,8.3,5.6,8.1,0.592,0.627,9.5,9.1,7.0,9.1,9.0,0.645,9.0,0.558,5.5,0.650,8.0,0.413,7.5,4.5,8.0,6.3,0.519,0.649,7.6,7.7,6.1,7.8,7.5,0.375,7.3,0.233,7.6,0.415,0.320,4.8,8.0,9.2,7.6,0.640,8.6,5.8,0.567,0.650,0.639,8.8,8.6,8.6
10,03/13/24 16:15:00,0.532,7.8,0.627,8.1,7.2,0.449,8.5,0.540,8.3,5.6,8.1,0.592,0.627,9.5,9.1,7.0,9.1,9.0,0.645,9.0,0.558,5.5,0.650,7.8,0.413,7.5,4.6,8.0,6.3,0.519,0.649,7.5,7.7,6.1,7.8,7.5,0.375,7.3,0.233,7.6,0.415,0.320,4.8,8.0,9.2,7.6,0.640,8.6,5.8,0.567,0.650,0.639,8.8,8.6,8.6
